#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
LRTOMT	220074	92	81	88	6	612414	4	59
LURAP1L-AS1	101929467	101	94	#	6	#	#	#
MAP3K1	4214	14	14	8	6	600982	#	#
MAPKBP1	23005	10	10	6	6	616786	#	#
MARS2	92935	42	42	24	6	609728	0	3
MARVELD2	153562	80	65	74	6	610572	4	36
MECR	51102	10	10	6	6	608205	#	#
MICU1	10367	16	16	9	6	605084	#	#
MOGS	7841	60	40	56	6	601336	4	14
MT-ND3	4537	18	12	12	6	516002	#	#
MT-ND4	4538	29	18	9	6	516003	#	#
MTO1	25821	30	24	28	6	614667	0	3
MYH14	79784	332	235	322	6	608568	10	115
MYLK	4638	416	267	406	6	600922	18	133
MYO3A	53904	248	174	241	6	606808	26	84
NAGA	4668	105	61	89	6	104170	0	27
NCR1	9437	109	98	#	6	604530	#	#
NDRG1	10397	117	104	88	6	605262	2	37
NEXN	91624	272	160	268	6	613121	15	99
NLRP1	22861	45	45	29	6	606636	0	1
NONO	4841	108	101	6	6	300084	#	#
NPRL3	8131	38	38	6	6	600928	0	1
NR2F2	7026	46	46	7	6	107773	0	1
NSD2	7468	208	208	115	6	602952	0	56
NXN	64359	57	57	#	6	612895	#	#
OPTN	10133	131	72	117	6	602432	2	22
PACRG	135138	50	49	#	6	608427	#	#
PAK3	5063	149	142	21	6	300142	1	8
PEX16	9409	71	67	61	6	603360	1	35
PGM5	5239	27	25	#	6	600981	#	#
PIGO	84720	141	114	95	6	614730	6	19
PIGV	55650	58	52	56	6	610274	1	30
PLCB1	23236	177	130	152	6	607120	8	59
PLD5	200150	64	63	#	6	#	#	#
PLPBP	11212	43	43	6	6	604436	#	#
POGLUT1	56983	19	19	6	6	615618	#	#
POMK	84197	55	53	14	6	615247	#	#
PREPL	9581	30	30	2	6	609557	0	1
PRG4	10216	20	19	6	6	604283	#	#
PROK2	60675	18	17	9	6	607002	#	#
PSORS1C1	170679	9	9	#	6	613525	#	#
PUS1	80324	80	73	62	6	608109	4	21
QARS	5859	73	71	68	6	603727	0	4
RCBTB1	55213	56	51	12	6	607867	0	2
RDX	5962	102	98	100	6	179410	2	76
RFXANK	8625	30	30	26	6	603200	0	10
RNASEH2B	79621	76	67	38	6	610326	0	18
RNASET2	8635	67	65	37	6	612944	1	20
RNF135	84282	42	41	6	6	611358	0	2
RNF17	56163	108	67	#	6	605793	#	#
SCARF2	91179	241	215	6	6	613619	#	#
SETD2	29072	55	54	7	6	612778	0	1
SHMT1	6470	82	80	#	6	182144	#	#
SIN3A	25942	23	23	5	6	607776	#	#
SLC25A1	6576	285	257	25	6	190315	0	4
SLC25A22	79751	219	170	206	6	609302	16	79
SLC25A38	54977	79	44	76	6	610819	2	19
SLC33A1	9197	55	52	47	6	603690	1	19
SLC5A7	60482	24	24	9	6	608761	0	1
SLC9A3	6550	104	104	6	6	182307	#	#
SMARCE1	6605	25	24	20	6	603111	0	2
SNAP29	9342	354	321	98	6	604202	0	58
SNCA	6622	82	76	71	6	163890	1	44
SNORD118	727676	14	14	6	6	616663	#	#
SNRNP200	23020	117	109	88	6	601664	3	50
SOST	50964	38	37	27	6	605740	1	12
SPATA6L	55064	178	176	#	6	#	#	#
SPECC1L	23384	61	56	4	6	614140	0	1
SPECC1L-ADORA2A	101730217	46	41	#	6	#	#	#
SPINT2	10653	9	9	6	6	605124	#	#
SUN5	140732	13	13	6	6	613942	#	#
SUOX	6821	48	44	43	6	606887	1	29
SUZ12	23512	23	22	#	6	606245	#	#
SZT2	23334	62	55	54	6	615463	2	11
TALDO1	6888	46	45	33	6	602063	0	23
TCN2	6948	73	70	57	6	613441	0	31
TCTN1	79600	78	48	73	6	609863	6	17
TGDS	23483	52	51	6	6	616146	#	#
TGM5	9333	55	50	47	6	603805	0	23
THOC2	57187	134	127	6	6	300395	0	1
TIMM23	100287932	26	26	#	6	605034	#	#
TMEM138	51524	45	38	44	6	614459	1	25
TMEM237	65062	122	98	103	6	614423	4	46
TNFAIP3	7128	30	29	8	6	191163	0	1
TRAF3IP1	26146	55	55	6	6	607380	#	#
TRAP1	10131	35	35	2	6	606219	#	#
TRAPPC11	60684	90	89	27	6	614138	0	2
TRAPPC9	83696	196	155	155	6	611966	7	80
TRDN	10345	186	124	170	6	603283	1	53
TRIM52-AS1	100507602	12	12	#	6	#	#	#
TSEN2	80746	133	96	117	6	608753	6	45
TTC21B	79809	294	140	277	6	612014	9	66
TUBA4A	7277	18	18	6	6	191110	#	#
TUFM	7284	135	128	59	6	602389	3	31
TYK2	7297	102	81	94	6	176941	1	31
UBQLN2	29978	130	123	20	6	300264	0	8
USP14	9097	89	82	#	6	607274	#	#
WDPCP	51057	79	65	70	6	613580	4	35
WDR81	124997	72	71	20	6	614218	#	#
WNT7A	7476	26	25	14	6	601570	0	4
XPO1	7514	33	21	#	6	602559	#	#
YARS	8565	80	73	77	6	603623	1	29
ZBTB18	10472	74	72	6	6	608433	#	#
ZBTB24	9841	20	20	8	6	614064	0	1
ZMYND10	51364	20	18	17	6	607070	0	2
ZNF74	7625	235	209	#	6	194548	#	#
ABCD4	5826	66	61	54	5	603214	0	7
ABHD14A-ACY1	100526760	19	17	#	5	#	#	#
ACADSB	36	140	138	111	5	600301	2	76
ACPT	93650	11	11	5	5	606362	#	#
ACSL4	2182	145	137	19	5	300157	0	11
ACY1	95	19	17	15	5	104620	2	2
ADAM10	102	13	13	7	5	602192	#	#
ADAMTS17	170691	270	268	210	5	607511	1	133
AGAP1	116987	46	46	#	5	608651	#	#
AGTR1	185	44	40	37	5	106165	0	18
AKR1D1	6718	93	87	67	5	604741	2	36
AKT1	207	86	63	46	5	164730	0	5
ALDH1A3	220	66	66	8	5	600463	#	#
ALG3	10195	69	62	40	5	608750	4	17
AMH	268	21	21	9	5	600957	0	2
AMPD1	270	76	66	71	5	102770	7	40
ANKRD26	22852	118	102	109	5	610855	0	52
ANKS6	203286	54	51	32	5	615370	1	2
AQP5	362	9	9	5	5	600442	#	#
ARFGEF2	10564	194	150	189	5	605371	10	108
ATP2B3	492	166	160	15	5	300014	0	10
ATXN10	25814	48	46	9	5	611150	1	1
B4GALNT1	2583	23	19	19	5	601873	1	0
BLK	640	161	142	90	5	191305	3	33
BMPER	168667	89	89	77	5	608699	0	48
C16orf45	89927	197	192	#	5	#	#	#
C1GALT1C1	29071	131	125	5	5	300611	#	#
C2CD3	26005	27	26	21	5	615944	0	14
C3	718	249	95	243	5	120700	0	28
C4orf26	152816	16	16	6	5	614829	#	#
C5	727	29	27	8	5	120900	0	2
C8orf37-AS1	100616530	27	24	#	5	#	#	#
CACNA1D	776	50	46	45	5	114206	0	8
CAD	790	14	14	5	5	114010	#	#
CARD9	64170	85	83	43	5	607212	0	29
CASP10	843	110	105	92	5	601762	1	29
CCDC102B	79839	86	80	#	5	#	#	#
CCDC88C	440193	55	54	38	5	611204	0	4
CDH12	1010	47	47	#	5	600562	#	#
CDH15	1013	83	82	35	5	114019	0	13
CDK13	8621	23	22	6	5	603309	0	1
CDK4	1019	174	126	161	5	123829	1	63
CFP	5199	122	116	5	5	300383	#	#
CHCHD10	400916	80	72	14	5	615903	2	0
CHKB	1120	131	112	63	5	612395	9	15
CHKB-CPT1B	386593	119	100	#	5	#	#	#
CHRNB1	1140	79	61	67	5	100710	4	24
CNNM2	54805	57	57	44	5	607803	0	16
COL9A1	1297	199	105	193	5	120210	1	42
COL9A2	1298	214	107	207	5	120260	5	34
COL9A3	1299	197	149	178	5	120270	2	56
CPEB1-AS1	283692	12	12	#	5	#	#	#
CRHR1	1394	53	46	5	5	122561	#	#
CTNNA1	1495	128	128	118	5	116805	0	2
CTNNA3	29119	79	77	31	5	607667	0	20
CXCR4	7852	11	10	7	5	162643	#	#
DACH2	117154	121	115	1	5	300608	#	#
DAG1	1605	125	103	121	5	128239	4	65
DDX11	1663	27	27	8	5	601150	0	3
DGCR2	9993	261	235	#	5	600594	#	#
DIAPH1	1729	149	122	140	5	602121	5	64
DLG2	1740	24	24	1	5	603583	#	#
DLGAP1	9229	83	76	#	5	605445	#	#
DNA2	1763	44	37	36	5	601810	0	1
DNAJC21	134218	21	18	8	5	617048	#	#
DNAJC6	9829	21	21	6	5	608375	0	1
DOCK2	1794	20	20	6	5	603122	0	1
DSG1-AS1	101927718	86	82	#	5	#	#	#
DST	667	111	109	106	5	113810	1	74
DVL3	1857	35	30	10	5	601368	#	#
EDNRB	1910	158	99	112	5	131244	1	25
EDNRB-AS1	100505518	128	80	#	5	#	#	#
EFHC1	114327	201	145	197	5	608815	13	79
EIF2B3	8891	47	37	39	5	606273	0	16
EIF3CL	728689	24	24	#	5	#	#	#
ELAC2	60528	56	50	51	5	605367	3	7
ENTPD5	957	28	25	#	5	603162	#	#
ERCC1	2067	35	26	22	5	126380	0	4
ERLIN2	11160	53	50	15	5	611605	0	3
FGF12	2257	31	30	2	5	601513	#	#
FGF16	8823	111	105	3	5	300827	#	#
FGF16	8823	111	105	3	5	309630	#	#
FGFR4	2264	39	36	3	5	134935	0	1
FGG	2266	47	47	33	5	134850	0	9
FLVCR1	28982	125	118	116	5	609144	1	68
FREM2	341640	326	291	291	5	608945	2	183
FTSJ1	24140	135	129	10	5	300499	0	2
GGT1	2678	42	41	#	5	612346	#	#
GLE1	2733	110	70	81	5	603371	1	24
GLMN	11146	41	41	36	5	601749	0	9
GLRX5	51218	30	30	17	5	609588	#	#
GMPPA	29926	36	36	24	5	615495	0	1
GNAQ	2776	34	29	2	5	600998	#	#
GOSR2	9570	111	90	102	5	604027	6	38
GP1BB	2812	266	239	8	5	138720	1	1
GP6	51206	39	39	24	5	605546	#	#
GPC5	2262	67	66	#	5	602446	#	#
GRIP1	23426	93	83	80	5	604597	3	50
GRK1	6011	62	61	4	5	180381	#	#
GTDC1	79712	13	13	#	5	610165	#	#
GUCY1A3	2982	22	22	6	5	139396	0	1
H6PD	9563	40	40	7	5	138090	0	1
HAMP	57817	23	21	16	5	606464	0	5
HNRNPK	3190	28	23	8	5	600712	#	#
HSD17B3-AS1	105376162	34	27	#	5	#	#	#
HSPA9	3313	13	13	5	5	600548	#	#
HTT	3064	76	75	6	5	613004	#	#
IGFALS	3483	72	72	53	5	601489	0	39
IGHM	3507	54	52	7	5	147020	#	#
IGSF1	3547	143	137	9	5	300137	#	#
IL10RA	3587	80	77	67	5	146933	0	44
IL17RD	54756	12	10	9	5	606807	1	0
IL1RN	3557	48	45	43	5	147679	0	20
IL2RA	3559	88	86	66	5	147730	1	37
INSL3	3640	8	8	5	5	146738	#	#
ITGB6	3694	16	16	8	5	147558	0	1
IYD	389434	137	137	129	5	612025	0	76
KCNA2	3737	15	12	10	5	176262	1	1
KCNE1	3753	396	184	345	5	176261	5	43
KCNJ6	3763	64	58	2	5	600877	#	#
KCNK3	3777	16	15	6	5	603220	#	#
KCNQ1OT1	10984	99	45	1	5	604115	#	#
KHDC3L	154288	6	6	5	5	611687	#	#
KIF1BP	26128	37	29	30	5	609367	0	9
KIF1C	10749	44	43	31	5	603060	1	1
KIF5C	3800	30	28	19	5	604593	0	1
KLHL40	131377	36	26	34	5	615340	0	2
KLHL41	10324	23	22	13	5	607701	0	1
KLKB1	3818	86	86	5	5	229000	#	#
LARS	51520	73	72	66	5	151350	0	4
LAS1L	81887	104	98	5	5	300964	#	#
LHFPL5	222662	103	92	102	5	609427	0	74
LINS1	55180	78	76	19	5	610350	1	11
LMAN1	3998	106	99	60	5	601567	0	34
LMOD3	56203	12	12	6	5	616112	0	1
LOC100506990	100506990	39	39	#	5	#	#	#
LOC101929692	101929692	8	8	#	5	#	#	#
LOC101929710	101929710	122	70	#	5	#	#	#
LONP1	9361	13	13	6	5	605490	#	#
LRMDA	83938	20	18	14	5	614537	1	1
LYRM7	90624	19	19	10	5	615831	#	#
LYZ	4069	36	36	32	5	153450	0	11
LZTFL1	54585	9	7	6	5	606568	#	#
MAGED2	10916	113	107	5	5	300470	#	#
MAGI2	9863	77	68	58	5	606382	2	27
MAN1B1	11253	142	125	97	5	604346	4	62
MAOA	4128	143	132	17	5	309850	1	3
MAPRE2	10982	34	31	4	5	605789	#	#
MBOAT7	79143	17	17	5	5	606048	#	#
MDH2	4191	25	24	5	5	154100	#	#
MEF2C-AS1	101929423	24	23	#	5	#	#	#
METTL23	124512	15	15	7	5	615262	0	1
MFF	56947	30	29	17	5	614785	0	1
MGAT2	4247	64	51	58	5	602616	2	27
MITD1	129531	23	24	#	5	#	#	#
MRPL23	6150	33	32	#	5	600789	#	#
MT-CO2	4513	14	14	6	5	516040	0	1
MT-ND2	4536	19	16	9	5	516001	0	1
MT-TE	4556	10	7	6	5	590025	#	#
MT-TK	4566	21	9	19	5	590060	2	0
MT-TT	4576	9	7	4	5	590090	1	0
MYD88	4615	17	13	8	5	602170	#	#
NARS2	79731	33	33	27	5	612803	0	1
NDUFA10	4705	219	147	162	5	603835	2	47
NDUFAF2	91942	55	36	46	5	609653	1	12
NDUFAF3	25915	33	33	29	5	612911	0	20
NDUFS6	4726	116	114	23	5	603848	2	11
NDUFS7	374291	93	55	82	5	601825	1	10
NEDD4L	23327	61	52	15	5	606384	0	2
NFIA	4774	25	25	2	5	600727	#	#
NFKB2	4791	21	15	11	5	164012	#	#
NIPAL4	348938	74	66	66	5	609383	0	38
NLGN4X	57502	213	199	48	5	300427	0	24
NLRC4	58484	39	36	27	5	606831	#	#
NOBOX	135935	80	73	47	5	610934	1	14
NSUN2	54888	148	136	76	5	610916	2	36
NT5C2	22978	29	28	11	5	600417	#	#
NTHL1	4913	22	22	2	5	602656	#	#
NUP107	57122	12	12	5	5	607617	#	#
NUP93	9688	13	13	5	5	614351	#	#
ODF3	113746	13	13	#	5	608356	#	#
OPN1LW	5956	173	167	5	5	300822	#	#
OPN1MW	2652	173	166	6	5	300821	#	#
ORC6	23594	59	52	46	5	607213	1	27
OSMR	9180	16	15	6	5	601743	#	#
OTOG	340990	164	158	159	5	604487	3	29
PABPN1	8106	25	25	10	5	602279	0	4
PADI6	353238	17	17	5	5	610363	#	#
PCBD1	5092	30	30	23	5	126090	0	11
PCMTD2	55251	28	27	#	5	#	#	#
PCSK1	5122	122	70	111	5	162150	0	43
PDE10A	10846	37	36	4	5	610652	#	#
PDE11A	50940	29	28	7	5	604961	1	5
PDSS1	23590	55	46	48	5	607429	6	15
PEX13	5194	84	81	69	5	601789	1	49
PEX14	5195	92	78	59	5	601791	6	29
PFN1	5216	19	19	6	5	176610	#	#
PGAP2	27315	16	16	5	5	615187	#	#
PHKA1	5255	159	146	55	5	311870	0	15
PHOX2B	8929	140	73	129	5	603851	0	15
PIGT	51604	17	14	11	5	610272	0	1
PIK3R2	5296	19	14	10	5	603157	#	#
PIKFYVE	200576	128	127	111	5	609414	0	34
PITPNA	5306	60	60	#	5	600174	#	#
PLCH2	9651	95	92	#	5	612836	#	#
POLG2	11232	60	47	50	5	604983	3	12
POTED	317754	49	43	#	5	607549	#	#
POTEI	653269	39	37	#	5	#	#	#
PPP1CB	5500	18	18	5	5	600590	#	#
PRDM12	59335	33	31	5	5	616458	#	#
PRKDC	5591	62	62	36	5	600899	0	3
PRMT7	54496	20	20	5	5	610087	#	#
PRUNE1	58497	7	7	3	5	617413	#	#
PSTPIP1	9051	126	101	115	5	606347	4	17
PTCH2	8643	26	25	18	5	603673	0	2
PTH	5741	21	19	18	5	168450	0	5
PTPRN2	5799	72	72	1	5	601698	0	1
PTPRQ	374462	22	19	8	5	603317	0	1
PUF60	22827	37	37	5	5	604819	#	#
PXDN	7837	50	50	21	5	605158	0	1
PYROXD1	79912	28	28	5	5	617220	#	#
RAB18	22931	94	90	87	5	602207	1	54
RAB7A	7879	68	59	59	5	602298	0	27
RAD54L	8438	8	8	5	5	603615	#	#
RAX2	84839	114	64	101	5	610362	0	20
RBBP8	5932	143	85	114	5	604124	3	41
RBM10	8241	125	119	8	5	300080	0	2
RBP4	5950	15	15	8	5	180250	0	3
RD3	343035	103	102	96	5	180040	0	80
RFX5	5993	43	43	37	5	601863	0	27
RFXAP	5994	67	66	34	5	601861	0	21
RPS24	6229	32	25	28	5	602412	1	3
RSPH3	83861	21	20	6	5	615876	#	#
SAG	6295	82	52	62	5	181031	1	14
SCN11A	11280	14	13	9	5	604385	1	0
SCNN1G	6340	138	71	124	5	600761	3	12
SCO1	6341	116	52	109	5	603644	1	21
SEPT5-GP1BB	100526833	198	171	#	5	#	#	#
SERPINA7	6906	149	143	20	5	314200	0	1
SERPINB7	8710	65	62	4	5	603357	#	#
SERPINI1	5274	57	51	37	5	602445	1	8
SETD1A	9739	16	16	5	5	611052	#	#
SFTPB	6439	68	55	64	5	178640	0	30
SIK1	150094	73	67	6	5	605705	0	1
SLC11A2	4891	65	65	60	5	600523	0	43
SLC1A1	6505	184	182	69	5	133550	0	51
SLC34A2	10568	20	20	5	5	604217	#	#
SLC39A14	23516	56	56	5	5	608736	#	#
SLC6A19	340024	111	106	16	5	608893	0	2
SMARCAD1	56916	17	16	7	5	612761	0	1
SMOC2	64094	44	43	2	5	607223	#	#
SMPX	23676	131	125	11	5	300066	0	4
SMPX	23676	131	125	11	5	300226	0	4
SMYD3	64754	86	84	#	5	608783	#	#
SNRPB	6628	24	24	6	5	182282	0	1
SOX11	6664	21	21	5	5	600898	#	#
SPEG	10290	28	28	14	5	615950	0	4
SPG20	23111	99	92	65	5	607111	2	36
SSR4	6748	177	169	12	5	300090	0	2
ST3GAL4	6484	59	59	3	5	104240	#	#
STAT5B	6777	17	17	12	5	604260	0	2
STX11	8676	94	90	88	5	605014	2	55
SUGCT	79783	28	27	4	5	609187	#	#
TAC3	6866	11	9	8	5	162330	#	#
TAT	6898	62	60	43	5	613018	0	28
TBC1D20	128637	57	55	14	5	611663	1	2
TBX19	9095	68	66	59	5	604614	1	38
TBX3	6926	108	103	102	5	601621	2	39
TFRC	7037	63	60	2	5	190010	#	#
TGM6	343641	77	74	59	5	613900	0	16
THBD	7056	69	67	61	5	188040	1	19
THRA	7067	12	12	7	5	190120	#	#
TIMP3	7078	108	104	98	5	188826	0	43
TMCO1	54499	15	15	5	5	614123	#	#
TMEM199	147007	9	6	7	5	616815	#	#
TMEM43	79188	294	186	282	5	612048	10	94
TMPRSS15	5651	63	57	5	5	606635	#	#
TMTC3	160418	8	8	5	5	617218	#	#
TNFRSF13B	23495	120	101	48	5	604907	3	11
TNNI2	7136	81	50	66	5	191043	4	13
TNRC18	84629	33	33	#	5	#	#	#
TPRN	286262	77	74	31	5	613354	0	10
TSFM	10102	51	45	47	5	604723	2	25
TSHB	7252	12	11	9	5	188540	0	2
TTC34	100287898	92	92	#	5	#	#	#
TTC8	123016	82	50	69	5	608132	4	17
TUBGCP4	27229	17	15	8	5	609610	0	1
UBE2A	7319	131	125	5	5	312180	#	#
UPF3B	65109	156	147	29	5	300298	1	8
UQCRB	7381	31	31	13	5	191330	0	1
USP8	9101	13	14	6	5	603158	0	1
VAC14	55697	28	28	6	5	604632	0	2
VIPAS39	63894	41	39	29	5	613401	1	9
VKORC1	79001	49	35	39	5	608547	0	5
VRK1	7443	51	39	38	5	602168	3	11
WDR72	256764	151	143	142	5	613214	0	93
WNT5A	7474	109	101	106	5	164975	3	47
XDH	7498	94	87	85	5	607633	0	51
YY1AP1	55249	10	10	5	5	607860	#	#
ZEB1	6935	10	10	6	5	189909	0	1
ZNF276	92822	103	90	#	5	608460	#	#
ZNF335	63925	52	46	44	5	610827	1	17
ZNF627	199692	18	18	#	5	612248	#	#
AARS	16	183	146	161	4	601065	8	68
ACBD6	84320	42	40	#	4	616352	#	#
ACTN4	81	29	29	25	4	604638	0	2
ACTR3B	57180	54	54	#	4	#	#	#
ACTR3C	653857	42	42	#	4	#	#	#
ADAMTS18	170692	34	33	7	4	607512	0	2
ADAMTS2	9509	212	176	186	4	604539	7	88
ADCY9	115	19	19	#	4	603302	#	#
ADGRG6	57211	12	10	6	4	612243	#	#
AFDN	4301	44	43	2	4	159559	0	2
AFF2	2334	197	187	51	4	300806	0	33
AGPS	8540	146	131	132	4	603051	4	87
AGT	183	74	68	52	4	106150	0	32
AHCY	191	38	37	30	4	180960	0	22
AIMP1	9255	8	8	3	4	603605	#	#
AJAP1	55966	56	56	#	4	610972	#	#
AKAP9	10142	522	257	514	4	604001	31	116
AKR1C2	1646	34	34	4	4	600450	#	#
AKT2	208	11	11	6	4	164731	0	2
ALDH6A1	4329	46	45	36	4	603178	1	19
ALG13	79868	203	192	78	4	300776	0	24
ALG2	85365	88	68	64	4	607905	2	25
ANK3	288	130	123	120	4	600465	1	82
AP4E1	23431	50	44	39	4	607244	0	16
AP4S1	11154	34	30	19	4	607243	1	7
APOPT1	84334	52	51	17	4	616003	#	#
ARHGAP24	83478	24	24	3	4	610586	0	3
ARID2	196528	29	29	5	4	609539	0	1
ASB10	136371	98	94	56	4	615054	#	#
ASPH	444	24	24	2	4	600582	#	#
ATN1	1822	39	38	15	4	607462	0	7
ATOH7	220202	11	11	4	4	609875	#	#
ATP6AP1	537	160	154	5	4	300197	#	#
ATXN1	6310	33	33	17	4	601556	0	6
B9D2	80776	40	35	38	4	611951	2	22
BAX	581	7	7	4	4	600040	#	#
BBOF1	80127	46	45	#	4	#	#	#
BCAM	4059	9	9	6	4	612773	#	#
BCL2L2-PABPN1	100529063	24	24	#	4	#	#	#
BCRP3	644165	31	30	#	4	113640	#	#
BHLHA9	727857	72	68	8	4	615416	#	#
BMP15	9210	149	130	29	4	300247	2	0
BRF1	2972	52	48	10	4	604902	0	2
C12orf57	113246	37	34	13	4	615140	0	5
C1S	716	30	28	6	4	120580	#	#
C2	717	160	52	154	4	613927	7	13
C8orf37	157657	80	52	60	4	614477	0	20
CA12	771	8	8	4	4	603263	#	#
CA5A	763	44	41	13	4	114761	#	#
CABP4	57010	104	101	97	4	608965	1	72
CACNA1E	777	22	22	7	4	601013	0	3
CACNA1G	8913	31	30	23	4	604065	0	17
CACNB2	783	242	184	229	4	600003	15	94
CAPN1	823	4	4	4	4	114220	#	#
CARS2	79587	102	100	35	4	612800	0	1
CAT	847	18	18	3	4	115500	#	#
CATSPERE	257044	72	70	#	4	#	#	#
CD40	958	32	30	28	4	109535	0	13
CDC42	998	10	10	4	4	116952	#	#
CDCA7	83879	14	14	4	4	609937	#	#
CEL	1056	53	50	19	4	114840	0	7
CEP104	9731	70	70	4	4	616690	#	#
CEP57	9702	15	15	7	4	607951	0	1
CEP63	80254	31	31	18	4	614724	0	8
CFAP53	220136	45	42	17	4	614759	#	#
CHCHD2	51142	18	18	3	4	616244	#	#
CHPT1	56994	80	48	#	4	616747	#	#
CIB2	10518	34	25	24	4	605564	0	3
CNOT9	9125	21	13	#	4	612054	#	#
COG6	57511	120	97	90	4	606977	3	36
COG7	91949	88	78	70	4	606978	5	30
COG8	84342	65	54	48	4	606979	5	15
COL13A1	1305	11	11	5	4	120350	0	1
COPA	1314	12	8	8	4	601924	#	#
COX7B	1349	119	113	5	4	300885	#	#
CPA6	57094	74	63	56	4	609562	3	33
CPAMD8	27151	9	9	4	4	608841	0	1
CRADD	8738	9	9	4	4	603454	#	#
CRIPT	9419	12	10	6	4	604594	#	#
CRYBB1	1414	32	31	16	4	600929	0	13
CSTA	1475	15	15	4	4	184600	#	#
CTH	1491	50	48	39	4	607657	0	24
CTNND2	1501	77	77	3	4	604275	0	1
CWF19L1	55280	17	16	8	4	616120	#	#
DCDC2	51473	11	10	5	4	605755	#	#
DCN	1634	42	39	34	4	125255	0	9
DDB2	1643	37	37	26	4	600811	0	20
DDHD1	80821	37	35	29	4	614603	0	3
DEFB135	613209	65	65	#	4	#	#	#
DGCR5	26220	206	180	#	4	#	#	#
DHH	50846	25	25	21	4	605423	0	14
DKFZP434A062	26102	35	33	#	4	#	#	#
DMP1	1758	62	60	49	4	600980	0	28
DSCAM	1826	60	54	#	4	602523	#	#
EDN1	1906	22	22	5	4	131240	#	#
EIF4A3	9775	16	16	4	4	608546	#	#
ELP2	55250	39	33	8	4	616054	0	1
EMX2	2018	22	22	7	4	600035	0	1
ENAM	10117	60	56	51	4	606585	0	29
EPHB2	2048	9	9	5	4	600997	#	#
ERG	2078	62	56	#	4	165080	#	#
F13B	2165	44	39	37	4	134580	1	23
FAM111A	63901	13	7	12	4	615292	2	0
FAM19A5	25817	59	57	#	4	#	#	#
FAM35A	54537	24	23	#	4	#	#	#
FAM86B1	85002	48	48	#	4	616122	#	#
FANCE	2178	72	57	61	4	613976	3	25
FAR1	84188	8	8	5	4	616107	0	1
FBXL7	23194	62	62	#	4	605656	#	#
FBXO7	25793	44	42	35	4	605648	0	24
FBXW4	6468	63	58	42	4	608071	0	27
FKBP14	55033	18	17	8	4	614505	#	#
FOXE1	2304	32	30	8	4	602617	#	#
FRRS1L	23732	36	30	8	4	604574	#	#
FSHB	2488	34	33	23	4	136530	0	13
GCSH	2653	38	38	4	4	238330	#	#
GDF3	9573	32	29	9	4	606522	1	1
GDI1	2664	170	161	14	4	300104	0	3
GFER	2671	33	31	15	4	600924	0	3
GNAI2	2771	11	7	8	4	139360	#	#
GNAT2	2780	32	25	26	4	139340	2	10
GOLGA8N	643699	39	37	#	4	#	#	#
GPT2	84706	14	14	4	4	138210	#	#
GRM7	2917	40	40	#	4	604101	#	#
GRXCR1	389207	52	44	43	4	613283	0	17
GUCA1A	2978	79	53	72	4	600364	1	14
HDAC9	9734	29	29	#	4	606543	#	#
HERC1	8925	15	13	9	4	605109	0	3
HES7	84667	25	23	12	4	608059	0	3
HFM1	164045	6	6	4	4	615684	#	#
HGF	3082	62	50	51	4	142409	4	22
HOXA1	3198	87	53	71	4	142955	0	26
HPD	3242	58	37	44	4	609695	1	4
HSF4	3299	58	57	39	4	602438	0	20
HSPD1	3329	80	60	62	4	118190	1	17
HTRA2	27429	46	44	41	4	606441	0	23
IER3IP1	51124	34	30	6	4	609382	0	1
IFNGR2	3460	86	80	37	4	147569	0	1
IGF1	3479	95	95	89	4	147440	0	68
IL21R	50615	23	23	6	4	605383	0	2
ILDR1	286676	62	53	51	4	609739	0	18
IMPAD1	54928	122	122	102	4	614010	0	77
IQCG	84223	50	47	#	4	612477	#	#
ISPD-AS1	100506025	58	45	#	4	#	#	#
ITGA8	8516	16	16	4	4	604063	0	1
ITPA	3704	34	29	11	4	147520	#	#
JAM3	83700	53	53	4	4	606871	#	#
JPH2	57158	147	93	145	4	605267	6	41
KCNA5	3741	77	69	46	4	176267	3	21
KCNC3	3748	22	21	12	4	176264	0	4
KDM4C	23081	107	105	#	4	605469	#	#
KIF22	3835	176	162	15	4	603213	0	3
KLHL24	54800	31	27	8	4	611295	#	#
KRTCAP3	200634	15	15	#	4	#	#	#
LAMA4	3910	399	263	387	4	600133	12	102
LAMB1	3912	68	63	58	4	150240	1	7
LAMC3	10319	159	120	126	4	604349	6	21
LEP	3952	105	61	90	4	164160	0	33
LHX4-AS1	100527964	28	26	#	4	#	#	#
LINC02088	105371582	12	12	#	4	#	#	#
LINC02256	100996255	38	36	#	4	#	#	#
LIPI	149998	62	56	1	4	609252	#	#
LOC100130987	100130987	10	8	#	4	#	#	#
LOC100289580	100289580	28	30	#	4	#	#	#
LOC100505549	100505549	130	105	#	4	#	#	#
LOC101927468	101927468	138	126	#	4	#	#	#
LOC101927870	101927870	110	84	#	4	#	#	#
LOC727993	727993	66	65	#	4	#	#	#
LRIG2	9860	13	13	5	4	608869	#	#
LRIT3	345193	67	59	62	4	615004	0	26
MAB21L2	10586	22	18	8	4	604357	#	#
MAGT1	84061	128	122	7	4	300715	0	3
MAMLD1	10046	148	142	4	4	300120	0	1
MATR3	9782	94	91	82	4	164015	0	31
